id,name,category,subcategory,rarity,professions,region,short_uses,file_name
51656,Cinder Fillet 51656,Trophy,Claw,Common,Cooking,Frostbriar trails,Monster proof used for bounties and turn-ins.,item_51656.png
51657,Hearthworn Tonic 51657,Map,Ruin Sketch,Uncommon,Herbalism,Emberford outskirts,Simple navigation aid that points to micro-locations.,item_51657.png
51658,Bramble Fillet 51658,Quest,Quest Item,Rare,Jewelry,Ashen Ridge terraces,Objective item for contracts and errands.,item_51658.png
51659,Stormkissed Compass 51659,Trophy,Claw,Common,Fishing,Frost Caverns,Monster proof used for bounties and turn-ins.,item_51659.png
51660,Saltstained Tonic 51660,Consumable,Bandage,Common,Smithing,Deepwatch,Everyday field supply that reduces downtime.,item_51660.png
51661,Pilgrim's Hook Bow 51661,Gear,Bow,Common,None,Saltmarrow tidepools,Baseline leveling piece with steady stats and simple flavor.,item_51661.png
51662,Warden's Stitch 51662,Document,Notice,Rare,Smithing,Glimmerdeep canals,Readable lore drop that hints at routes and secrets.,item_51662.png
51663,Frostbound Ink 51663,Alchemy,Essence,Common,Herbalism,Glimmerdeep canals,Reliable reagent for low to mid-tier mixtures.,item_51663.png
51664,Warden's Stitch 51664,Document,Ledger,Common,Enchanting,Saltmarrow strand,Readable lore drop that hints at routes and secrets.,item_51664.png
51665,Oathforged Balm 51665,Map,Cave Map,Common,Jewelry,Glimmerdeep shore,Simple navigation aid that points to micro-locations.,item_51665.png
51666,Saltstained Tonic 51666,World Object,Totem,Uncommon,Enchanting,Frostbriar trails,Placeable/interactive world piece for events.,item_51666.png
51667,Dusk Carving 51667,Consumable,Potion,Uncommon,Jewelry,Glimmerdeep shore,Everyday field supply that reduces downtime.,item_51667.png
51668,Market Ration 51668,Consumable,Scroll,Common,Jewelry,Deepwatch,Everyday field supply that reduces downtime.,item_51668.png
51669,Oathforged Stitch 51669,Trophy,Fang,Common,Engineering,Glimmerdeep shore,Monster proof used for bounties and turn-ins.,item_51669.png
51670,Stormkissed Spice 51670,Curio,Charm,Common,Alchemy,Deepwatch,Flavor drop that feeds quests vendors and collectors.,item_51670.png
51671,Oathforged Spice Boots 51671,Gear,Leather Boots,Common,Engineering,Duskhollow bogs,Baseline leveling piece with steady stats and simple flavor.,item_51671.png
51672,Rivercut Knife 51672,Map,Cave Map,Common,Enchanting,Emberford outskirts,Simple navigation aid that points to micro-locations.,item_51672.png
51673,Oathforged Talisman 51673,Key,Bone Key,Common,None,Bramblefold hedges,Basic key used for side doors and caches.,item_51673.png
51674,Rivercut Shard 51674,Key,Copper Key,Common,Alchemy,Emberford outskirts,Basic key used for side doors and caches.,item_51674.png
51675,Oathforged Token Sword 51675,Gear,Sword,Rare,Jewelry,Emberford markets,Baseline leveling piece with steady stats and simple flavor.,item_51675.png
51676,Stormkissed Pouch 51676,Profession Tool,Alchemy Kit,Common,None,Duskhollow bogs,Starter kit enabling profession actions.,item_51676.png
51677,Saltstained Seal 51677,Profession Tool,Tailor Kit,Common,Leatherworking,Emberford outskirts,Starter kit enabling profession actions.,item_51677.png
51678,Lanternlit Shard 51678,Key,Bone Key,Common,Cooking,Ashen Ridge terraces,Basic key used for side doors and caches.,item_51678.png
51679,Stormkissed Totem 51679,Trinket,Sigil,Common,None,Glimmerdeep canals,Minor passive charm with low-power utility.,item_51679.png
51680,Ashen Pike 51680,Key,Bone Key,Common,Enchanting,Ashen Ridge terraces,Basic key used for side doors and caches.,item_51680.png
51681,Oathforged Band 51681,World Object,Marker,Uncommon,Leatherworking,Glimmerdeep canals,Placeable/interactive world piece for events.,item_51681.png
51682,Bramble Spice 51682,Profession Tool,Tailor Kit,Uncommon,Fishing,Glimmerdeep canals,Starter kit enabling profession actions.,item_51682.png
51683,Saltstained Compass 51683,Material,Cloth Bolt,Rare,Fishing,Bramblefold hedges,Core trade material used in many early recipes.,item_51683.png
51684,Rivercut Buckle 51684,Document,Prayer Slip,Uncommon,Mining,Ashen Ridge terraces,Readable lore drop that hints at routes and secrets.,item_51684.png
51685,Stormkissed Stitch 51685,Quest,Quest Item,Common,Fishing,Glimmerdeep shore,Objective item for contracts and errands.,item_51685.png
51686,Saltstained Talisman 51686,Ingredient,Sap,Common,Cooking,Duskhollow bogs,Common crafting input used across cooking and alchemy.,item_51686.png
51687,Hearthworn Ink 51687,Toy,Wooden Doll,Common,None,Saltmarrow tidepools,Harmless fun item with small social value.,item_51687.png
51688,Rivercut Seal 51688,Alchemy,Phial,Rare,Jewelry,Ashen Ridge terraces,Reliable reagent for low to mid-tier mixtures.,item_51688.png
51689,Pilgrim's Charm 51689,Trinket,Sigil,Common,Alchemy,Emberford markets,Minor passive charm with low-power utility.,item_51689.png
51690,Oathforged Seal 51690,Tool,Hammer,Uncommon,Smithing,Emberford markets,Utility item for travel salvage and exploration.,item_51690.png
51691,Lanternlit Pike Mace 51691,Gear,Mace,Common,None,Emberford markets,Baseline leveling piece with steady stats and simple flavor.,item_51691.png
51692,Hearthworn Compass 51692,Quest,Quest Item,Uncommon,Herbalism,Bramblefold hedges,Objective item for contracts and errands.,item_51692.png
51693,Warden's Cog 51693,Material,Wood Plank,Common,Engineering,Frostbriar trails,Core trade material used in many early recipes.,item_51693.png
51694,Dusk Brew 51694,Material,Wood Plank,Common,Mining,Glimmerdeep canals,Core trade material used in many early recipes.,item_51694.png
51695,Stormkissed Skein 51695,Trophy,Horn,Common,Smithing,Glimmerdeep shore,Monster proof used for bounties and turn-ins.,item_51695.png
51696,Hearthworn Shard 51696,Map,Cave Map,Common,Enchanting,Glimmerdeep canals,Simple navigation aid that points to micro-locations.,item_51696.png
51697,Stormkissed Seal 51697,Tool,Hammer,Common,Herbalism,Frostbriar trails,Utility item for travel salvage and exploration.,item_51697.png
51698,Rivercut Ration 51698,Material,Wood Plank,Common,Enchanting,Saltmarrow tidepools,Core trade material used in many early recipes.,item_51698.png
51699,Cinder Balm 51699,World Object,Totem,Common,Mining,Deepwatch,Placeable/interactive world piece for events.,item_51699.png
51700,Warden's Ink 51700,Quest,Quest Item,Common,Mining,Saltmarrow strand,Objective item for contracts and errands.,item_51700.png
51701,Hearthworn Skein Wand 51701,Gear,Wand,Common,Fishing,Emberford outskirts,Baseline leveling piece with steady stats and simple flavor.,item_51701.png
51702,Stormkissed Charm 51702,Map,Cave Map,Common,Cooking,Frost Caverns,Simple navigation aid that points to micro-locations.,item_51702.png
51703,Pilgrim's Pouch 51703,Trophy,Claw,Common,None,Saltmarrow tidepools,Monster proof used for bounties and turn-ins.,item_51703.png
51704,Cinder Skein 51704,Ingredient,Mushroom,Common,Enchanting,Emberford outskirts,Common crafting input used across cooking and alchemy.,item_51704.png
51705,Frostbound Ledger 51705,Consumable,Scroll,Common,Engineering,Glimmerdeep canals,Everyday field supply that reduces downtime.,item_51705.png
51706,Oathforged Pike 51706,Ingredient,Meat,Common,Herbalism,Deepwatch,Common crafting input used across cooking and alchemy.,item_51706.png
51707,Stormkissed Spice 51707,Profession Tool,Leather Kit,Uncommon,Leatherworking,Glimmerdeep shore,Starter kit enabling profession actions.,item_51707.png
51708,Glimmering Band Staff 51708,Gear,Staff,Uncommon,Tailoring,Emberford outskirts,Baseline leveling piece with steady stats and simple flavor.,item_51708.png
51709,Dusk Stitch 51709,Alchemy,Phial,Uncommon,Herbalism,Emberford outskirts,Reliable reagent for low to mid-tier mixtures.,item_51709.png
51710,Market Charm 51710,Consumable,Tea,Common,Herbalism,Saltmarrow tidepools,Everyday field supply that reduces downtime.,item_51710.png
51711,Lanternlit Pouch 51711,Consumable,Scroll,Common,Leatherworking,Frostbriar trails,Everyday field supply that reduces downtime.,item_51711.png
51712,Rivercut Pike 51712,Toy,Whistle,Common,Enchanting,Emberford markets,Harmless fun item with small social value.,item_51712.png
51713,Bramble Needle 51713,Profession Tool,Cooking Kit,Common,Engineering,Ashen Ridge terraces,Starter kit enabling profession actions.,item_51713.png
51714,Oathforged Hook 51714,Trinket,Sigil,Common,Smithing,Duskhollow bogs,Minor passive charm with low-power utility.,item_51714.png
51715,Warden's Pouch 51715,Document,Map Scrap,Common,Smithing,Saltmarrow tidepools,Readable lore drop that hints at routes and secrets.,item_51715.png
51716,Market Band 51716,World Object,Marker,Common,Mining,Emberford outskirts,Placeable/interactive world piece for events.,item_51716.png
51717,Pilgrim's Charm 51717,Map,Trail Map,Uncommon,Enchanting,Duskhollow bogs,Simple navigation aid that points to micro-locations.,item_51717.png
51718,Lanternlit Band 51718,Quest,Quest Item,Common,Engineering,Saltmarrow tidepools,Objective item for contracts and errands.,item_51718.png
51719,Mireborn Gizmo 51719,Curio,Token,Common,Herbalism,Frostbriar trails,Flavor drop that feeds quests vendors and collectors.,item_51719.png
51720,Cinder Ink 51720,Trophy,Fang,Common,Leatherworking,Glimmerdeep canals,Monster proof used for bounties and turn-ins.,item_51720.png
51721,Market Carving 51721,Alchemy,Distillate,Uncommon,Enchanting,Glimmerdeep shore,Reliable reagent for low to mid-tier mixtures.,item_51721.png
51722,Rivercut Cog 51722,Trinket,Sigil,Rare,Jewelry,Bramblefold hedges,Minor passive charm with low-power utility.,item_51722.png
51723,Mireborn Cog 51723,Document,Letter,Uncommon,Jewelry,Duskhollow bogs,Readable lore drop that hints at routes and secrets.,item_51723.png
51724,Dusk Ledger 51724,Trophy,Fang,Common,Engineering,Frost Caverns,Monster proof used for bounties and turn-ins.,item_51724.png
51725,Dusk Fillet 51725,Consumable,Tea,Rare,Mining,Glimmerdeep canals,Everyday field supply that reduces downtime.,item_51725.png
51726,Market Fillet 51726,Profession Tool,Smith Kit,Uncommon,Leatherworking,Deepwatch,Starter kit enabling profession actions.,item_51726.png
51727,Frostbound Token 51727,World Object,Totem,Common,Alchemy,Emberford outskirts,Placeable/interactive world piece for events.,item_51727.png
51728,Ashen Cairn 51728,Material,Oil,Uncommon,Jewelry,Bramblefold hedges,Core trade material used in many early recipes.,item_51728.png
51729,Hearthworn Rivet 51729,Curio,Token,Common,Mining,Saltmarrow strand,Flavor drop that feeds quests vendors and collectors.,item_51729.png
51730,Stormkissed Tonic 51730,Tool,Chisel,Common,Mining,Bramblefold hedges,Utility item for travel salvage and exploration.,item_51730.png
51731,Glimmering Cog 51731,Tool,Lockpick,Common,Herbalism,Frostbriar trails,Utility item for travel salvage and exploration.,item_51731.png
51732,Mireborn Fillet Boots 51732,Gear,Leather Boots,Common,Leatherworking,Emberford markets,Baseline leveling piece with steady stats and simple flavor.,item_51732.png
51733,Oathforged Stitch 51733,World Object,Totem,Common,Enchanting,Deepwatch,Placeable/interactive world piece for events.,item_51733.png
51734,Hearthworn Brew 51734,Tool,Compass,Common,Cooking,Duskhollow bogs,Utility item for travel salvage and exploration.,item_51734.png
51735,Glimmering Pike 51735,Material,Oil,Common,Fishing,Emberford outskirts,Core trade material used in many early recipes.,item_51735.png
51736,Cinder Band 51736,Map,Trail Map,Common,Tailoring,Emberford markets,Simple navigation aid that points to micro-locations.,item_51736.png
51737,Mireborn Carving 51737,Profession Tool,Jeweler Kit,Rare,Alchemy,Saltmarrow strand,Starter kit enabling profession actions.,item_51737.png
51738,Stormkissed Ration 51738,Curio,Token,Common,Jewelry,Frostbriar trails,Flavor drop that feeds quests vendors and collectors.,item_51738.png
51739,Oathforged Cairn 51739,Ingredient,Resin,Uncommon,Smithing,Duskhollow bogs,Common crafting input used across cooking and alchemy.,item_51739.png
51740,Lanternlit Stitch 51740,Document,Prayer Slip,Common,Cooking,Saltmarrow strand,Readable lore drop that hints at routes and secrets.,item_51740.png
51741,Cinder Cairn 51741,Key,Copper Key,Common,Herbalism,Deepwatch,Basic key used for side doors and caches.,item_51741.png
51742,Frostbound Hook 51742,Ingredient,Meat,Common,Jewelry,Duskhollow bogs,Common crafting input used across cooking and alchemy.,item_51742.png
51743,Oathforged Compass 51743,Material,Glass,Common,Jewelry,Emberford outskirts,Core trade material used in many early recipes.,item_51743.png
51744,Oathforged Balm 51744,Alchemy,Distillate,Uncommon,Smithing,Emberford markets,Reliable reagent for low to mid-tier mixtures.,item_51744.png
51745,Dusk Band 51745,Profession Tool,Leather Kit,Common,Mining,Glimmerdeep shore,Starter kit enabling profession actions.,item_51745.png
51746,Market Shard 51746,Ingredient,Herb,Uncommon,Tailoring,Ashen Ridge terraces,Common crafting input used across cooking and alchemy.,item_51746.png
51747,Hearthworn Talisman Wand 51747,Gear,Wand,Common,Fishing,Saltmarrow strand,Baseline leveling piece with steady stats and simple flavor.,item_51747.png
51748,Mireborn Hook 51748,World Object,Marker,Common,Smithing,Duskhollow bogs,Placeable/interactive world piece for events.,item_51748.png
51749,Dusk Carving 51749,Tool,Saw,Common,None,Frostbriar trails,Utility item for travel salvage and exploration.,item_51749.png
51750,Frostbound Brew Shield 51750,Gear,Shield,Common,Herbalism,Duskhollow bogs,Baseline leveling piece with steady stats and simple flavor.,item_51750.png
51751,Hearthworn Ink Shield 51751,Gear,Shield,Uncommon,Smithing,Emberford markets,Baseline leveling piece with steady stats and simple flavor.,item_51751.png
51752,Dusk Seal 51752,Curio,Token,Common,Cooking,Duskhollow bogs,Flavor drop that feeds quests vendors and collectors.,item_51752.png
51753,Glimmering Carving 51753,Alchemy,Phial,Common,Enchanting,Emberford outskirts,Reliable reagent for low to mid-tier mixtures.,item_51753.png
51754,Mireborn Gizmo 51754,Document,Field Note,Common,Engineering,Deepwatch,Readable lore drop that hints at routes and secrets.,item_51754.png
51755,Stormkissed Token 51755,Profession Tool,Alchemy Kit,Uncommon,Cooking,Ashen Ridge terraces,Starter kit enabling profession actions.,item_51755.png
51756,Saltstained Charm 51756,Profession Tool,Tailor Kit,Uncommon,Cooking,Deepwatch,Starter kit enabling profession actions.,item_51756.png
51757,Lanternlit Carving 51757,Quest,Quest Item,Uncommon,Jewelry,Saltmarrow tidepools,Objective item for contracts and errands.,item_51757.png
51758,Stormkissed Spice 51758,Tool,Lockpick,Uncommon,Herbalism,Frostbriar trails,Utility item for travel salvage and exploration.,item_51758.png
51759,Dusk Totem 51759,Tool,Rope,Common,Leatherworking,Emberford markets,Utility item for travel salvage and exploration.,item_51759.png
51760,Frostbound Buckle 51760,Toy,Dice,Rare,None,Saltmarrow tidepools,Harmless fun item with small social value.,item_51760.png
51761,Lanternlit Token 51761,Document,Field Note,Common,Smithing,Emberford markets,Readable lore drop that hints at routes and secrets.,item_51761.png
51762,Pilgrim's Charm 51762,Trophy,Horn,Common,Fishing,Saltmarrow strand,Monster proof used for bounties and turn-ins.,item_51762.png
51763,Frostbound Shard 51763,Profession Tool,Cooking Kit,Common,Enchanting,Saltmarrow strand,Starter kit enabling profession actions.,item_51763.png
51764,Cinder Cairn 51764,Map,Trail Map,Common,Cooking,Emberford markets,Simple navigation aid that points to micro-locations.,item_51764.png
51765,Warden's Token 51765,Document,Field Note,Common,None,Glimmerdeep canals,Readable lore drop that hints at routes and secrets.,item_51765.png
51766,Stormkissed Token 51766,World Object,Totem,Uncommon,Herbalism,Saltmarrow strand,Placeable/interactive world piece for events.,item_51766.png
51767,Lanternlit Knife 51767,Toy,Dice,Common,Jewelry,Ashen Ridge terraces,Harmless fun item with small social value.,item_51767.png
